"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
4049,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4050,17,1,15,3,0,1,0,-4,926,184,1,702
4051,17,1,13,3,0,1,0,-4,916,270,0,606
4052,20,1,15,3,0,6,0,-4,916,195,0,971
4053,18,1,18,3,0,1,0,-4,196,495,-4,-4
4054,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4055,17,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4056,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4057,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4058,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4059,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4060,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4061,19,1,14,1,0,1,1,-4,618,473,0,962
4062,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4063,16,1,13,2,0,1,0,-4,146,480,0,577
4064,14,1,13,3,0,1,0,14,578,715,0,445
4065,23,1,16,3,0,1,0,-4,16,200,-4,-4
4066,14,1,15,1,1,6,0,15,706,290,0,769
4067,21,1,12,2,0,1,0,-4,126,715,1,938
4068,21,1,7,3,0,6,0,-4,-4,-4,-4,-4
4069,14,1,12,2,0,1,0,-4,659,825,1,438
4070,15,1,-5,3,0,6,0,-4,196,715,0,277
4071,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4072,15,1,-5,2,0,1,0,-4,196,434,0,700
4073,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4074,19,1,12,1,0,1,0,-4,509,715,1,1400
4075,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4076,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4077,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4078,15,1,15,2,0,1,0,17,936,853,1,721
4079,24,1,12,2,1,1,0,-4,217,715,0,714
4080,17,1,13,1,0,4,0,-4,839,161,-4,-4
4081,24,1,12,1,0,1,0,-4,259,84,0,889
4082,17,1,12,1,0,1,0,-4,636,985,1,747
4083,15,1,16,2,0,4,0,-4,636,985,1,747
4084,18,1,18,2,0,1,0,-4,867,71,-4,-4
4085,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4086,19,1,17,1,1,1,0,-4,916,195,0,1442
4087,17,1,14,1,0,1,0,-4,689,290,0,296
4088,24,1,12,1,0,1,0,-4,809,504,-4,-4
4089,14,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
4090,23,1,12,3,0,1,0,-4,509,290,-4,-4
4091,20,1,13,1,0,1,0,-4,926,103,0,794
4092,15,1,-5,1,0,6,0,18,876,175,0,587
4093,19,1,13,2,0,4,0,-4,649,290,-4,-4
4094,17,1,16,1,0,1,0,-4,888,275,0,979
4095,18,1,15,1,0,6,1,-4,638,250,0,485
4096,15,1,16,1,0,1,0,-4,409,81,0,1202
4097,15,1,15,1,0,4,0,-4,259,631,0,693
4098,24,1,18,2,0,4,0,-4,398,161,0,924
4099,22,1,16,1,0,1,0,-4,609,290,-4,-4
4100,20,1,9,2,0,1,0,-4,196,411,0,1000
4101,21,1,16,1,0,1,0,-4,879,290,0,1050
4102,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4103,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4104,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4105,21,1,12,2,0,1,0,-4,656,472,1,875
4106,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4107,14,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4108,24,1,12,1,0,1,0,-4,656,290,-4,-4
4109,19,1,14,2,0,1,0,-4,936,850,0,660
4110,17,1,14,1,0,1,0,-4,626,394,0,552
4111,15,1,12,2,0,1,0,-4,726,385,0,333
4112,20,1,14,2,0,1,0,-4,126,191,0,1106
4113,22,1,-5,1,0,1,0,-4,867,834,1,356
4114,23,1,12,1,0,1,0,-4,518,290,-4,-4
4115,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4116,17,1,14,2,0,1,0,15,916,853,0,693
4117,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4118,22,1,16,2,0,1,0,-4,897,0,-4,-4
4119,21,1,16,3,0,1,0,-4,896,290,0,897
4120,17,1,17,2,0,1,0,-4,876,182,1,693
4121,15,1,13,1,0,1,1,-4,196,411,-4,577
4122,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4123,23,1,15,2,0,1,0,-4,807,13,0,719
4124,20,1,13,2,0,6,0,14,916,0,-4,527
4125,18,1,16,2,0,1,0,-4,916,370,0,841
4126,22,1,15,1,0,1,0,-4,609,290,0,1008
4127,20,1,14,2,0,1,0,-4,916,631,1,876
4128,19,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
4129,16,1,14,2,0,4,0,-4,916,0,1,600
4130,14,1,15,3,0,1,1,-4,876,325,0,289
4131,22,1,13,3,0,1,0,-4,217,775,1,800
4132,22,1,16,3,0,1,0,-4,689,394,0,385
4133,18,1,18,2,0,1,1,-4,876,183,1,598
4134,24,1,12,3,0,1,0,-4,308,414,1,577
4135,19,1,14,3,0,1,0,-4,308,430,-4,-4
4136,20,1,12,3,0,2,0,-4,509,715,1,385
4137,17,1,18,3,0,6,0,18,876,182,1,449
4138,22,1,16,3,0,6,0,-4,258,465,-4,-4
4139,14,1,11,3,0,1,0,-4,196,411,-4,-4
4140,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4141,22,1,16,3,0,1,0,-4,726,385,0,1758
4142,22,1,12,3,0,1,0,-4,906,323,1,701
4143,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4144,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4145,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4146,21,1,17,2,0,4,0,18,876,184,-4,-4
4147,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4148,17,1,17,2,0,1,1,-4,409,81,0,1155
4149,16,1,12,1,0,6,0,-4,657,290,-4,-4
4150,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4151,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4152,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4153,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4154,24,1,12,3,0,6,0,-4,156,290,-4,-4
4155,16,1,11,1,0,1,0,-4,619,775,0,625
4156,17,1,17,3,0,6,0,-4,207,775,0,781
4157,23,1,12,3,0,1,1,-4,-4,-4,-4,-4
4158,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4159,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4160,15,3,12,3,0,6,0,-4,-4,-4,-4,-4
4161,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4162,21,1,13,3,0,1,0,-4,16,200,-4,-4
4163,16,1,13,3,0,1,0,-4,206,715,-4,-4
4164,24,1,10,3,0,5,0,-4,207,985,1,462
4165,17,1,12,3,0,1,0,12,207,985,1,722
4166,24,1,12,3,0,1,0,-4,16,200,-4,-4
4167,22,1,16,1,0,1,0,-4,916,184,0,962
4168,18,1,14,3,0,1,0,-4,538,453,1,726
4169,16,1,16,3,0,1,0,-4,936,430,1,816
4170,14,1,17,1,0,1,0,18,869,105,0,420
4171,22,1,9,3,0,1,0,-4,207,970,1,751
4172,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4173,17,1,12,3,0,1,0,-4,509,970,-4,-4
4174,23,1,-5,1,0,6,0,-4,618,480,0,850
4175,17,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4176,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4177,22,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4178,17,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4179,15,3,-5,3,0,1,0,-4,876,182,-4,457
4180,18,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4181,18,1,-5,3,0,6,0,-4,16,902,-4,320
4182,16,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4183,15,3,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4184,23,1,10,3,0,1,0,-4,509,715,-4,-4
4185,17,1,11,3,0,1,0,-4,206,970,-4,-4
4186,20,1,10,3,0,1,0,-4,206,415,-4,-4
4187,16,1,17,1,0,4,0,-4,17,175,0,927
4188,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4189,22,1,16,3,0,1,0,-4,706,290,0,841
4190,16,1,12,3,0,1,1,-4,876,360,0,-4
4191,19,1,13,3,0,1,0,-4,217,715,0,450
4192,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4193,23,3,12,3,0,1,0,-4,17,103,0,619
4194,20,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4195,21,1,12,3,0,1,0,-4,196,430,0,58
4196,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4197,19,1,12,3,0,1,0,-4,736,393,-4,-4
4198,23,1,14,3,0,1,0,-4,618,480,0,67
4199,19,1,16,3,0,1,0,-4,567,83,0,907
4200,17,1,14,3,0,1,1,-4,876,161,0,-4
4201,21,1,14,3,0,1,0,-4,196,411,0,700
4202,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4203,16,3,12,3,0,4,0,-4,196,290,-4,-4
4204,16,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4205,22,1,12,3,0,6,0,-4,196,715,1,577
4206,14,1,-5,1,0,1,0,-4,916,555,0,1410
4207,21,1,17,2,0,1,0,-4,876,183,1,693
4208,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4209,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4210,16,1,15,2,0,1,1,-4,206,970,1,900
4211,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4212,16,1,14,1,1,1,0,16,726,385,0,500
4213,16,1,16,3,0,1,0,16,896,93,0,980
4214,15,1,12,3,0,1,0,-4,206,415,0,924
4215,21,1,12,3,0,1,0,-4,567,411,1,1005
4216,17,1,16,2,0,6,0,-4,196,430,0,924
4217,17,1,16,2,0,1,0,16,936,853,1,1090
4218,16,1,17,1,0,6,0,16,897,0,-4,-4
4219,22,1,17,3,1,1,0,-4,16,200,-4,-4
4220,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4221,18,1,17,2,0,1,0,-4,268,195,0,751
4222,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4223,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4224,16,1,14,2,0,6,0,-4,898,14,-4,-4
4225,16,1,18,3,0,1,0,-4,867,71,-4,-4
4226,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4227,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4228,15,1,12,2,0,1,0,-4,689,290,0,577
4229,23,1,12,2,0,1,0,-4,658,290,0,636
4230,23,1,16,2,0,1,0,-4,656,394,1,840
4231,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4232,15,1,16,1,0,1,0,-4,706,290,0,-4
4233,17,1,14,2,0,1,1,-4,876,290,0,731
4234,14,1,-5,1,0,1,0,-4,237,985,1,1000
4235,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4236,21,1,15,2,0,1,0,-4,736,393,-4,-4
4237,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4238,15,1,12,2,0,1,0,-4,808,472,0,650
4239,16,1,16,2,0,1,0,-4,689,290,0,490
4240,20,1,16,1,0,1,0,-4,638,290,0,656
4241,15,1,12,1,0,1,0,-4,676,434,0,675
4242,18,1,15,2,0,1,0,-4,196,495,-4,-4
4243,23,1,12,1,0,1,0,-4,387,775,1,801
4244,15,1,12,2,0,6,0,-4,906,340,1,500
4245,14,1,15,3,0,6,1,-4,879,171,0,692
4246,14,1,15,1,0,5,1,-4,196,514,0,450
4247,19,1,17,3,0,1,0,17,736,393,-4,-4
4248,16,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
4249,14,1,13,3,0,6,0,-4,508,314,0,411
4250,19,1,16,1,0,6,0,-4,706,290,0,711
4251,19,1,16,3,0,1,0,-4,689,290,-4,-4
4252,15,1,12,3,0,1,0,-4,206,970,0,465
4253,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4254,19,1,12,3,0,4,0,12,606,394,0,546
4255,23,1,16,3,0,1,0,-4,307,693,1,810
4256,17,1,12,2,1,1,0,-4,868,421,0,1000
4257,15,1,14,2,1,1,0,-4,636,312,1,781
4258,14,1,12,2,1,1,0,-4,267,631,1,729
4259,15,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
4260,20,1,16,3,0,1,0,17,868,173,0,765
4261,14,1,1,2,1,6,0,-4,879,995,0,17
4262,24,1,10,2,1,1,0,-4,429,430,0,647
4263,22,1,13,2,1,1,0,-4,868,185,0,798
4264,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4265,22,1,8,2,1,1,0,-4,437,480,0,520
4266,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4267,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4268,14,1,16,2,1,1,0,16,638,394,0,750
4269,23,1,16,2,1,5,1,-4,706,290,0,735
4270,23,1,12,2,1,1,0,-4,258,84,0,1226
4271,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4272,21,1,8,2,1,1,0,-4,208,290,-4,-4
4273,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4274,24,1,16,2,1,1,0,-4,506,853,1,838
4275,14,1,18,3,1,1,0,-4,869,105,0,577
4276,18,2,14,1,1,1,0,-4,509,715,1,921
4277,20,2,-5,3,1,4,1,-4,936,853,0,375
4278,16,2,12,3,1,1,0,-4,568,480,0,759
4279,20,1,9,3,1,1,0,-4,726,385,0,667
4280,17,1,10,3,1,1,0,-4,196,510,0,650
4281,14,1,9,3,1,1,0,-4,247,472,0,320
4282,18,1,12,3,1,6,0,-4,348,465,1,540
4283,15,1,11,3,1,1,0,-4,517,721,0,406
4284,15,1,9,3,1,1,0,-4,348,705,0,385
4285,16,2,13,1,0,2,0,13,239,775,1,578
4286,14,2,14,1,0,1,0,-4,239,775,0,700
4287,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4288,20,2,16,3,1,1,1,-4,876,183,1,548
4289,21,1,12,3,1,1,0,-4,576,480,0,563
4290,18,1,17,1,1,1,1,-4,879,23,-4,-4
4291,16,1,-5,1,1,1,0,12,258,775,0,406
4292,14,1,-5,3,1,1,0,-4,509,715,0,400
4293,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4294,17,2,16,2,0,1,0,18,876,183,1,793
4295,20,2,12,3,1,5,0,-4,258,775,0,580
4296,17,2,12,2,0,1,0,-4,307,715,0,890
4297,24,2,12,3,1,6,0,-4,509,715,-4,-4
4298,15,2,12,3,1,6,0,-4,389,480,0,368
4299,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4300,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4301,15,2,13,3,1,4,0,-4,296,775,1,425
4302,14,1,11,3,1,1,0,-4,16,902,0,420
4303,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4304,17,2,10,3,1,1,0,-4,16,902,0,265
4305,14,2,15,2,0,4,0,-4,676,985,0,583
4306,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4307,15,1,16,1,1,6,0,-4,726,370,0,722
4308,24,1,17,1,1,4,0,-4,259,520,0,876
4309,20,1,16,3,1,1,0,-4,17,290,0,1154
4310,18,1,13,3,1,1,0,-4,808,394,0,577
4311,15,1,16,1,1,6,0,-4,916,195,1,817
4312,14,1,13,1,1,1,0,-4,269,495,1,644
4313,18,1,14,3,1,1,0,-4,626,394,0,719
4314,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4315,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4316,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4317,15,1,12,1,1,6,0,-4,657,290,1,520
4318,20,2,11,1,1,1,0,-4,636,250,1,918
4319,22,1,18,1,1,6,0,-4,936,105,0,1130
4320,18,2,12,1,1,1,0,-4,609,775,1,625
4321,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4322,17,2,16,1,1,6,0,-4,879,120,0,962
4323,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4324,18,2,12,2,1,1,0,-4,196,370,0,750
4325,15,2,12,1,1,1,0,-4,239,775,1,652
4326,18,2,12,1,1,1,0,-4,259,775,0,462
4327,16,1,15,2,0,4,0,-4,638,421,0,549
4328,15,1,12,1,1,1,0,-4,409,850,1,945
4329,15,1,12,2,1,1,0,-4,838,814,1,789
4330,14,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
4331,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4332,22,1,-5,1,1,1,0,-4,146,775,0,1145
4333,18,1,13,2,1,1,0,-4,196,290,0,1375
4334,15,1,16,2,1,1,0,16,146,290,0,619
4335,19,1,13,1,1,1,0,-4,258,643,0,886
4336,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4337,19,2,11,2,1,1,0,-4,999,394,0,1037
4338,16,2,10,1,1,1,0,-4,307,520,0,535
4339,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4340,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4341,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4342,14,2,15,1,1,1,0,-4,618,343,1,462
4343,17,2,15,1,1,1,0,-4,409,775,1,750
4344,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4345,16,2,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
4346,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4347,23,1,18,3,1,1,0,-4,16,194,-4,-4
4348,16,1,-5,2,1,6,0,-4,869,105,0,-4
4349,18,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
4350,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4351,23,2,18,1,1,4,1,-4,879,23,-4,385
4352,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4353,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4354,23,2,-5,1,1,1,0,-4,848,480,0,400
4355,15,2,14,2,1,6,0,-4,936,850,1,705
4356,16,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
4357,17,2,12,1,1,6,0,-4,659,825,0,350
4358,15,2,13,1,1,2,0,14,659,290,0,321
4359,16,2,8,1,1,6,0,-4,329,775,0,687
4360,14,2,9,1,1,6,0,-4,349,430,0,583
4361,15,2,12,1,1,1,0,-4,316,401,0,325
4362,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4363,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4364,16,1,16,1,1,4,0,-4,509,985,1,938
4365,21,1,15,2,1,1,0,15,936,154,0,899
4366,18,1,12,2,1,1,0,-4,426,985,-4,271
4367,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4368,15,1,12,1,1,1,0,-4,209,775,0,346
4369,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4370,23,2,10,1,1,6,0,-4,936,834,0,356
4371,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4372,16,2,13,1,1,1,0,13,247,415,-4,415
4373,14,1,12,2,1,1,0,-4,267,631,0,625
4374,22,1,12,2,1,1,0,-4,329,480,0,868
4375,19,1,14,1,1,6,0,-4,258,0,0,625
4376,15,1,16,2,1,1,0,-4,257,394,0,865
4377,22,1,12,2,1,1,0,-4,318,775,1,975
4378,21,1,7,2,1,1,0,-4,209,834,0,343
4379,24,1,-5,2,0,1,0,-4,196,721,1,1501
4380,20,1,16,3,1,1,0,16,567,85,0,712
4381,24,1,14,1,1,1,0,-4,196,290,-4,-4
4382,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4383,22,1,16,1,1,1,0,-4,736,290,0,-4
4384,23,1,12,2,1,4,0,-4,196,154,0,1091
4385,22,1,18,2,1,6,1,-4,876,183,1,554
4386,17,1,12,2,1,1,0,-4,618,394,0,435
4387,19,1,14,3,1,1,0,-4,538,154,0,-4
4388,21,1,8,3,1,1,0,-4,196,411,1,725
4389,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4390,18,1,17,2,1,2,0,-4,658,290,0,1049
4391,24,1,18,3,1,1,0,-4,926,105,0,1298
4392,19,1,13,2,1,1,0,-4,269,421,1,669
4393,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4394,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4395,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4396,17,1,13,3,1,1,0,-4,386,610,1,530
4397,15,1,12,3,1,1,0,-4,196,83,1,900
4398,16,2,11,1,0,6,0,-4,868,320,1,452
4399,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4400,17,2,18,3,1,1,0,18,876,180,1,443
4401,15,2,15,3,1,6,0,17,926,370,1,-4
4402,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4403,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4404,23,2,9,-5,-5,-5,-5,-5,-5,-5,-5,-5
4405,15,2,2,3,1,6,0,-4,206,970,0,250
4406,14,2,3,3,1,6,0,-4,206,970,-4,300
4407,18,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4408,14,2,12,3,1,6,0,-4,207,370,0,390
4409,14,2,9,3,1,1,0,-4,259,985,1,350
4410,14,2,12,3,1,1,0,-4,196,721,-4,-4
4411,14,1,12,3,1,1,0,-4,146,685,0,660
4412,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4413,16,2,13,3,1,1,0,-4,359,480,0,386
4414,14,2,12,3,1,6,1,-4,636,825,0,300
4415,15,1,12,3,1,5,0,-4,876,195,0,385
4416,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4417,14,1,12,3,1,1,0,-4,386,480,1,625
4418,17,1,13,3,1,1,0,-4,616,250,0,1154
4419,22,1,17,3,1,6,0,-4,329,775,0,355
4420,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4421,16,2,12,1,1,1,1,-4,936,853,0,595
4422,17,2,12,1,1,1,0,-4,636,775,0,695
4423,14,2,12,3,1,5,0,-4,-4,-4,-4,-4
4424,20,1,5,3,1,1,0,-4,196,514,0,365
4425,17,1,12,2,1,1,0,-4,509,650,1,930
4426,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4427,19,2,11,1,1,6,0,-4,647,290,1,644
4428,19,2,12,3,1,1,0,-4,876,834,0,346
4429,17,2,12,3,1,1,0,-4,648,650,0,300
4430,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4431,19,2,12,3,1,1,0,-4,259,480,0,502
4432,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4433,14,2,12,1,0,1,0,-4,608,343,1,413
4434,17,2,12,3,1,1,0,-4,349,693,-4,381
4435,17,1,-5,3,1,5,0,-4,16,901,-4,-4
4436,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4437,16,1,13,3,1,1,0,12,196,411,0,700
4438,19,2,12,1,1,1,0,-4,726,385,1,879
4439,17,1,11,3,1,1,0,12,808,472,0,273
4440,16,1,12,3,1,1,0,-4,318,650,0,550
4441,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4442,18,2,11,3,1,1,0,-4,809,394,0,350
4443,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4444,22,1,16,3,1,1,0,-4,926,995,1,937
4445,16,1,14,3,1,1,0,-4,926,270,0,379
4446,24,1,13,2,1,1,0,-4,999,343,0,565
4447,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4448,21,1,12,2,1,6,0,-4,259,775,1,528
4449,19,1,14,2,1,1,0,-4,247,775,0,590
4450,14,1,12,2,1,6,0,-4,398,512,0,560
4451,23,1,14,2,1,1,0,16,876,183,1,378
4452,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4453,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4454,14,2,12,1,1,1,0,-4,656,394,0,217
4455,15,2,-5,2,0,1,0,-4,267,631,1,815
4456,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4457,23,2,11,3,1,5,0,-4,659,824,0,265
4458,17,2,12,3,1,6,0,-4,349,985,1,330
4459,17,2,11,3,1,6,0,-4,329,985,0,322
4460,21,1,-5,3,1,4,0,-4,267,775,0,430
4461,16,2,18,1,1,6,0,-4,876,53,0,559
4462,14,2,16,1,1,1,1,-4,898,175,0,625
4463,15,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4464,21,1,11,3,1,1,0,-4,196,510,0,800
4465,22,1,9,3,1,1,0,-4,256,715,0,-4
4466,18,1,15,3,1,1,0,-4,649,290,-4,-4
4467,22,1,10,3,1,1,0,-4,267,643,1,467
4468,24,2,11,3,1,5,0,-4,406,834,0,375
4469,16,2,-5,3,1,1,0,-4,16,902,-4,265
4470,18,1,12,3,1,1,0,-4,506,640,1,782
4471,24,1,10,3,1,1,0,-4,516,430,0,447
4472,19,1,-5,3,1,1,0,-4,196,525,0,-4
4473,23,1,10,3,1,6,0,-4,346,480,0,625
4474,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4475,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4476,14,2,12,3,1,1,0,-4,867,995,0,-4
4477,18,2,13,1,0,1,0,-4,248,775,1,823
4478,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4479,16,1,12,3,1,1,0,-4,659,290,0,323
4480,15,1,12,3,1,1,0,-4,506,985,1,566
4481,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4482,20,1,13,3,1,1,0,-4,657,290,-4,-4
4483,21,1,-5,3,1,1,0,-4,258,72,0,962
4484,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4485,14,1,-5,1,1,6,1,-4,538,83,1,727
4486,17,2,11,3,1,6,0,-4,516,985,0,203
4487,17,2,-5,1,1,6,0,-4,678,290,-4,-4
4488,14,2,12,3,1,5,0,-4,267,465,0,455
4489,16,2,8,3,1,1,0,-4,509,715,-4,-4
4490,15,2,9,3,1,5,0,-4,867,810,0,271
4491,16,2,12,3,1,1,0,-4,429,775,0,420
4492,15,2,15,1,0,1,0,16,639,290,0,438
4493,21,2,8,3,1,6,0,-4,516,985,0,275
4494,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4495,18,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4496,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4497,18,2,13,2,1,1,0,14,648,290,0,563
4498,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
