"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
4499,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4500,23,1,12,3,1,1,0,14,706,290,0,481
4501,20,2,8,1,1,1,0,-4,659,825,0,417
4502,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4503,20,1,9,3,1,1,0,-4,509,715,-4,-4
4504,15,1,13,3,1,6,0,-4,276,430,0,638
4505,14,1,12,1,1,6,1,-4,879,510,0,315
4506,17,1,12,3,1,1,0,-4,426,775,1,654
4507,16,1,12,3,1,1,0,-4,426,775,1,583
4508,17,1,12,3,1,1,0,-4,276,775,0,488
4509,16,1,12,3,1,1,0,-4,16,200,-4,-4
4510,15,1,12,3,1,6,0,-4,-4,-4,-4,-4
4511,17,2,12,3,1,4,0,-4,409,851,1,-4
4512,15,1,16,2,1,1,0,-4,406,93,0,915
4513,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4514,16,1,11,3,1,1,0,-4,267,643,0,545
4515,16,1,10,3,1,1,0,-4,196,411,0,650
4516,17,1,13,1,1,1,0,14,196,411,0,450
4517,15,1,14,1,1,6,0,16,196,411,0,667
4518,16,1,8,3,1,5,0,-4,196,411,0,500
4519,14,1,9,1,1,5,0,-4,426,775,0,450
4520,20,1,12,2,1,1,0,-4,319,394,0,616
4521,15,1,12,3,1,1,0,-4,267,775,0,500
4522,19,1,9,3,1,1,0,-4,267,693,0,478
4523,18,1,16,2,1,4,0,-4,638,394,0,760
4524,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4525,15,1,12,3,1,1,0,-4,409,465,1,825
4526,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4527,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4528,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4529,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4530,18,1,6,3,1,6,0,-4,659,825,0,265
4531,21,1,12,2,1,1,0,-4,636,290,0,462
4532,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4533,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4534,14,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
4535,18,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
4536,17,2,12,3,1,1,0,-4,196,523,1,-4
4537,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4538,21,1,16,3,0,1,0,-4,196,290,-4,-4
4539,17,1,16,3,1,6,0,-4,196,495,-4,-4
4540,14,1,13,3,1,1,0,-4,196,290,-4,-4
4541,23,1,12,3,1,1,0,-4,16,901,0,423
4542,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4543,19,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4544,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4545,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4546,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4547,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4548,21,2,16,1,1,1,0,16,876,183,1,923
4549,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4550,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4551,21,2,11,3,1,1,0,-4,16,902,0,313
4552,16,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
4553,14,2,16,3,1,1,0,-4,876,180,0,418
4554,22,1,11,2,1,1,0,-4,687,650,0,327
4555,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4556,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4557,20,2,8,2,1,1,0,-4,876,985,1,289
4558,16,2,11,2,1,1,0,-4,196,425,1,556
4559,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4560,17,2,11,1,1,5,0,-4,516,775,0,500
4561,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4562,23,2,14,2,1,1,0,-4,676,715,0,500
4563,18,1,16,1,1,1,0,-4,196,510,-4,-4
4564,16,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
4565,21,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
4566,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4567,20,1,18,1,1,1,0,-4,636,105,0,1923
4568,15,1,12,2,1,1,0,-4,398,290,0,548
4569,19,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
4570,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4571,19,1,16,2,1,6,0,-4,-4,-4,-4,-4
4572,14,1,16,2,1,1,0,16,239,430,0,693
4573,19,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4574,20,1,9,2,1,1,0,-4,196,430,0,524
4575,24,2,8,2,1,1,0,-4,-4,-4,-4,-4
4576,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4577,16,1,17,1,1,1,0,-4,609,250,0,855
4578,15,1,-5,1,1,6,1,-4,196,85,0,-4
4579,14,1,13,3,1,1,0,13,606,290,-4,-4
4580,22,1,12,2,1,1,0,-4,936,853,0,601
4581,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4582,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4583,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4584,14,1,12,3,1,6,0,-4,656,394,0,400
4585,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4586,15,1,14,3,1,1,0,-4,218,775,0,434
4587,14,1,16,3,1,1,1,-4,658,195,0,-4
4588,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4589,19,1,12,1,0,1,0,-4,196,74,0,550
4590,24,1,12,2,1,1,0,-4,398,775,0,725
4591,22,1,12,2,1,1,0,-4,509,394,0,1200
4592,17,1,12,2,1,1,0,-4,876,421,0,418
4593,23,2,12,3,1,5,0,-4,876,834,0,254
4594,14,2,14,3,1,1,0,-4,516,290,1,618
4595,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4596,19,2,14,1,1,1,0,-4,509,650,1,-4
4597,16,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4598,14,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4599,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4600,22,1,12,3,1,6,0,-4,736,290,-4,-4
4601,24,1,13,3,1,5,0,-4,209,995,0,-4
4602,14,1,12,3,1,4,0,-4,209,715,0,508
4603,15,2,16,2,1,6,0,-4,916,370,0,952
4604,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4605,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4606,16,1,13,1,1,1,0,-4,258,190,0,623
4607,18,1,16,3,1,1,0,-4,408,21,0,866
4608,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4609,22,1,12,2,1,1,0,-4,808,290,0,940
4610,16,1,13,3,1,1,0,-4,196,470,0,500
4611,17,1,18,1,1,1,0,-4,359,290,0,-4
4612,17,1,-5,3,1,1,0,-4,509,715,-4,-4
4613,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4614,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4615,17,1,-5,3,1,1,1,-4,196,775,0,300
4616,22,1,16,3,1,1,0,-4,876,183,0,412
4617,16,1,12,3,1,1,0,-4,808,472,0,500
4618,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4619,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4620,14,2,-5,2,1,6,0,-4,658,290,1,889
4621,14,1,-5,3,1,5,0,-4,676,985,0,350
4622,15,2,11,2,0,1,0,-4,609,715,0,325
4623,14,2,10,2,0,6,0,-4,196,602,0,525
4624,18,1,16,2,1,6,1,-4,876,195,0,-4
4625,18,2,12,3,1,1,0,-4,826,832,0,225
4626,16,2,12,3,1,1,0,-4,657,290,0,333
4627,19,2,12,3,1,1,0,-4,567,453,0,630
4628,14,2,10,3,1,6,0,-4,518,714,-4,333
4629,24,2,12,3,1,1,0,-4,826,825,0,375
4630,18,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4631,24,2,12,3,1,1,0,-4,196,411,-4,-4
4632,14,2,12,3,1,1,0,-4,538,453,0,738
4633,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4634,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4635,16,2,11,1,0,6,0,-4,659,815,0,360
4636,23,2,10,3,1,4,0,-4,-4,-4,-4,-4
4637,14,2,12,3,1,6,0,-4,17,985,-4,543
4638,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4639,14,2,12,3,1,6,0,-4,656,775,0,336
4640,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4641,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4642,17,2,14,3,1,1,0,-4,657,632,0,468
4643,14,2,16,3,1,1,0,-4,876,14,1,522
4644,23,2,12,3,1,1,0,-4,247,430,0,521
4645,23,1,18,3,1,6,0,-4,876,120,0,1923
4646,16,2,-4,3,1,1,0,-4,309,650,0,-4
4647,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4648,17,2,4,3,1,6,0,-4,16,902,0,200
4649,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4650,24,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
4651,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4652,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4653,14,2,16,3,0,1,0,-4,257,195,0,-4
4654,21,2,10,3,1,1,0,-4,306,985,-4,325
4655,22,2,10,3,1,1,0,-4,269,430,0,693
4656,15,2,13,3,1,1,1,-4,146,685,0,479
4657,16,2,11,3,1,1,0,-4,16,902,0,338
4658,18,2,3,3,1,6,0,-4,16,200,-4,-4
4659,20,2,9,1,1,5,0,-4,516,715,0,500
4660,24,2,9,3,1,1,0,-4,196,425,0,500
4661,15,2,13,3,1,1,1,-4,269,421,1,625
4662,19,1,10,3,1,1,0,-4,247,775,0,265
4663,18,1,12,3,1,1,0,-4,386,370,1,866
4664,22,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5
4665,16,1,12,3,1,1,0,-4,16,200,-4,-4
4666,22,1,10,3,1,1,0,-4,386,480,0,527
4667,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4668,16,2,12,2,1,5,0,-4,507,641,1,561
4669,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4670,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4671,15,2,16,2,0,1,0,-4,926,0,1,788
4672,16,2,12,3,1,5,0,-4,317,775,0,285
4673,14,2,8,3,1,6,0,-4,578,985,0,278
4674,17,1,11,3,1,1,0,-4,349,461,1,521
4675,16,2,12,2,0,1,0,-4,196,480,1,600
4676,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4677,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4678,15,2,12,2,0,5,0,-4,517,324,0,538
4679,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4680,16,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5
4681,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4682,19,2,9,3,1,6,0,-4,16,902,0,270
4683,15,2,8,1,0,1,0,-4,316,841,1,674
4684,17,2,13,3,1,1,0,15,999,995,0,-4
4685,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4686,18,2,12,3,1,1,0,13,868,810,1,462
4687,16,2,12,3,1,1,0,-4,386,775,1,817
4688,15,2,10,3,1,1,0,-4,269,523,0,675
4689,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4690,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4691,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4692,22,2,6,3,1,1,0,-4,206,775,0,436
4693,20,2,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
4694,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4695,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4696,15,2,12,1,1,6,0,-4,638,715,0,438
4697,16,1,13,3,1,1,0,-4,386,370,0,528
4698,14,1,15,3,1,6,0,-4,656,394,0,404
4699,24,1,10,3,1,1,0,-4,258,480,0,721
4700,14,1,14,3,1,1,0,-4,196,421,-4,-4
4701,16,2,12,1,0,6,0,-4,409,775,0,625
4702,15,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
4703,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4704,15,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5
4705,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4706,19,2,-5,3,1,4,1,-4,808,472,-4,-4
4707,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4708,23,2,9,3,1,1,0,-4,196,405,-4,-4
4709,23,2,14,3,1,1,0,-4,196,405,-4,-4
4710,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4711,17,2,10,3,1,5,0,-4,-4,-4,-4,-4
4712,15,2,12,3,1,1,0,-4,409,985,0,462
4713,24,2,6,3,1,1,0,-4,657,705,0,463
4714,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4715,19,1,16,3,1,1,0,-4,876,182,0,693
4716,21,1,18,3,1,1,0,-4,876,183,0,808
4717,15,1,12,3,1,6,0,-4,509,472,1,800
4718,23,1,8,3,1,1,0,-4,196,960,-4,350
4719,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4720,14,1,-5,1,1,6,0,-4,656,963,-4,265
4721,15,1,13,3,1,1,0,-4,136,685,1,693
4722,15,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4723,17,1,9,3,1,6,0,-4,196,985,0,310
4724,15,2,8,3,1,5,0,-4,656,472,0,265
4725,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4726,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4727,15,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5
4728,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4729,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4730,17,2,9,3,1,1,0,-4,207,704,1,350
4731,16,2,11,3,1,5,0,-4,207,704,1,408
4732,14,2,10,3,1,6,0,-4,926,851,0,500
4733,20,2,11,3,1,6,0,-4,207,775,1,408
4734,18,2,12,3,1,1,0,-4,207,985,1,363
4735,16,2,12,3,1,4,0,-4,207,694,1,505
4736,24,2,5,3,1,5,0,-4,649,985,-4,325
4737,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4738,17,2,17,1,1,6,1,-4,329,290,0,791
4739,16,2,16,1,1,6,1,-4,876,370,0,631
4740,15,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
4741,18,2,16,1,0,6,0,-4,-4,-4,-4,-4
4742,18,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
4743,15,2,4,1,1,1,0,-4,248,775,0,385
4744,20,2,11,3,1,1,0,-4,538,973,1,288
4745,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4746,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4747,16,1,12,3,1,1,0,-4,16,200,-4,-4
4748,14,1,14,3,1,6,0,-4,689,310,0,390
4749,16,2,12,1,1,1,0,-4,926,851,0,523
4750,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4751,16,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
4752,17,1,5,3,1,1,0,-4,196,411,0,372
4753,16,2,-5,3,1,6,0,-4,196,985,0,300
4754,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4755,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4756,15,2,16,1,1,1,0,-4,876,183,1,673
4757,17,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4758,16,2,10,3,1,1,0,-4,329,985,1,608
4759,17,2,12,1,0,5,0,-4,808,472,0,870
4760,19,2,11,3,1,1,0,-4,578,985,0,341
4761,17,2,12,3,1,1,0,-4,237,985,1,265
4762,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4763,14,2,9,-5,-5,-5,-5,-5,-5,-5,-5,-5
4764,16,1,12,3,1,1,0,-4,146,685,0,804
4765,15,3,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
4766,14,1,14,1,1,1,0,-4,807,402,0,536
4767,16,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4768,19,1,16,3,1,1,0,-4,196,82,0,866
4769,15,3,16,2,1,4,0,-4,916,195,1,572
4770,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4771,18,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
4772,20,1,8,3,1,1,0,-4,686,451,0,500
4773,17,1,9,2,1,1,1,-4,826,875,1,592
4774,14,1,10,2,1,1,0,-4,156,430,0,509
4775,15,1,10,3,1,1,0,-4,306,775,0,-4
4776,20,1,16,1,1,1,0,-4,146,91,0,605
4777,18,1,12,1,1,1,0,-4,307,650,0,462
4778,18,1,18,2,1,1,0,-4,879,23,0,497
4779,16,1,12,3,1,6,0,-4,636,693,1,425
4780,14,1,13,2,0,6,1,-4,879,170,0,25
4781,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4782,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4783,14,1,-5,3,1,1,1,-4,916,350,1,400
4784,14,1,14,2,1,4,1,-4,196,634,-4,-4
4785,19,1,10,3,1,1,0,-4,-4,-4,-4,-4
4786,15,1,12,3,1,1,0,-4,507,290,0,481
4787,15,1,17,2,1,1,0,-4,896,13,0,800
4788,24,1,12,3,1,1,0,-4,16,200,-4,-4
4789,19,1,12,3,1,1,0,-4,538,83,0,520
4790,16,1,16,3,1,1,0,16,876,102,0,614
4791,16,1,12,1,1,1,1,-4,196,195,0,664
4792,14,1,12,3,1,1,0,-4,196,430,0,-4
4793,22,1,17,3,1,4,0,-4,897,0,-4,-4
4794,18,1,16,3,1,1,0,-4,716,290,0,2404
4795,18,1,17,2,0,1,0,18,267,195,0,1085
4796,14,1,14,1,1,1,0,-4,316,650,1,583
4797,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4798,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4799,19,1,6,1,0,6,0,-4,526,834,-4,245
4800,16,1,12,3,1,1,0,-4,196,411,0,875
4801,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4802,16,1,12,3,1,1,0,-4,136,421,1,-4
4803,17,1,14,1,0,6,0,-4,807,0,0,572
4804,21,1,12,2,1,1,0,-4,538,453,0,840
4805,20,1,12,2,1,1,0,-4,876,473,0,625
4806,16,1,12,3,1,1,0,-4,17,191,0,491
4807,18,1,10,3,1,1,0,-4,196,290,-4,-4
4808,19,1,12,3,1,1,0,-4,879,23,0,275
4809,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4810,16,1,12,3,1,1,0,-4,839,104,0,152
4811,17,1,12,3,1,1,0,-4,17,103,0,570
4812,15,1,-5,2,1,6,0,-4,816,985,-4,-4
4813,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4814,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4815,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4816,14,2,-5,2,1,1,0,-4,876,472,0,267
4817,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4818,23,2,12,2,1,1,0,-4,196,985,-4,-4
4819,16,2,12,2,1,5,0,-4,269,74,0,513
4820,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4821,24,1,10,2,1,1,0,-4,218,480,0,684
4822,20,1,16,2,1,1,0,-4,618,394,0,1068
4823,19,1,12,2,1,1,0,-4,538,453,1,795
4824,18,1,16,2,1,1,0,-4,196,514,-4,-4
4825,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4826,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4827,24,1,11,3,1,1,0,-4,196,411,-4,748
4828,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4829,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4830,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4831,15,1,14,3,0,1,1,-4,196,411,-4,350
4832,16,1,12,1,0,1,0,-4,398,503,0,1000
4833,15,1,13,1,1,4,0,-4,538,453,1,-4
4834,15,1,11,2,1,1,0,-4,196,411,-4,4042
4835,18,1,12,3,1,1,0,-4,656,290,-4,-4
4836,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4837,20,1,16,1,1,4,1,-4,607,310,0,962
4838,20,1,18,2,1,1,0,-4,706,290,0,1077
4839,16,1,16,3,1,1,0,-4,16,200,-4,-4
4840,20,1,16,3,1,1,0,18,876,182,0,355
4841,20,1,12,3,1,1,0,-4,16,200,-4,-4
4842,15,1,16,3,1,1,0,-4,309,394,0,-4
4843,14,1,12,3,1,6,0,-4,657,632,0,172
4844,20,1,18,3,1,1,0,16,876,182,0,6159
4845,17,1,12,1,1,4,0,-4,408,775,0,442
4846,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4847,15,1,16,3,1,1,0,-4,16,200,-4,-4
4848,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4849,14,1,12,3,1,1,0,-4,656,394,0,-4
4850,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4851,17,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4852,24,1,8,3,1,1,0,-4,999,995,-4,-4
4853,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4854,20,2,8,3,1,6,0,-4,196,413,-4,265
4855,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4856,16,2,-5,1,1,1,0,-4,196,514,-4,-4
4857,20,1,15,3,1,1,0,-4,706,290,0,866
4858,23,1,12,3,1,1,0,-4,16,200,-4,-4
4859,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4860,17,2,18,2,1,1,0,-4,876,162,0,429
4861,16,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
4862,21,2,11,3,1,1,0,12,196,715,0,301
4863,14,2,12,3,1,1,0,-4,806,495,0,425
4864,24,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
4865,17,2,13,3,1,1,0,-4,347,775,0,560
4866,17,2,12,1,0,6,0,-4,876,834,0,750
4867,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4868,16,2,11,3,1,1,0,-4,206,415,0,620
4869,18,1,5,1,1,1,0,-4,196,472,0,400
4870,18,1,12,3,1,1,0,-4,196,405,0,810
4871,16,1,10,3,1,1,0,-4,736,411,0,650
4872,17,1,12,3,1,6,0,-4,349,715,0,454
4873,18,1,12,3,1,5,0,-4,296,430,0,640
4874,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
4875,18,2,13,3,1,1,0,-4,349,643,0,373
4876,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4877,18,2,11,3,1,1,0,-4,509,985,-4,375
4878,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4879,22,1,16,3,1,1,0,-4,897,0,0,1099
4880,20,2,12,3,1,6,0,-4,426,775,0,625
4881,16,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
4882,22,2,5,3,1,1,0,-4,207,693,0,425
4883,14,2,12,3,1,1,0,-4,196,985,0,435
4884,15,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4885,22,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5
4886,22,2,6,3,1,5,0,-4,509,715,-4,-4
4887,19,2,7,3,1,6,0,-4,868,834,0,393
4888,17,2,11,3,1,1,0,-4,196,411,0,710
4889,14,2,10,3,1,6,0,-4,196,715,1,337
4890,17,1,12,3,1,1,0,-4,567,520,1,865
4891,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4892,17,2,9,3,1,5,0,-4,296,693,0,350
4893,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4894,14,2,10,3,1,1,0,-4,16,902,0,265
4895,23,2,13,3,1,1,0,14,218,421,1,565
4896,21,2,7,3,1,1,0,-4,218,775,1,477
4897,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4898,17,1,10,3,1,1,0,-4,868,411,1,467
4899,17,1,9,3,1,1,0,-4,196,411,0,325
4900,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4901,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4902,18,1,12,3,1,1,0,-4,218,775,0,769
4903,18,2,16,3,1,1,0,-4,876,195,1,714
4904,18,1,9,3,1,6,0,-4,16,200,-4,-4
4905,24,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4906,16,1,12,3,1,1,0,-4,156,430,0,692
4907,16,2,-5,1,1,1,0,-4,808,290,0,400
4908,24,2,11,3,1,1,0,-4,218,775,1,512
4909,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4910,14,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
4911,20,2,8,3,1,1,0,-4,196,715,0,275
4912,23,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4913,15,1,13,3,1,1,0,-4,626,775,0,962
4914,16,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
4915,14,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5
4916,19,2,11,3,1,6,0,-4,516,693,0,250
4917,23,1,12,3,1,6,0,-4,-4,-4,-4,-4
4918,21,1,12,1,0,1,0,-4,267,290,0,1002
4919,16,1,12,1,0,5,0,-4,258,775,1,620
4920,19,2,13,3,1,1,0,-4,309,985,0,333
4921,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4922,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4923,16,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
4924,21,2,7,3,1,5,0,-4,196,995,0,265
4925,16,2,-5,3,1,6,0,-4,16,964,0,265
4926,24,2,10,3,1,4,0,-4,196,411,-4,-4
4927,23,1,15,3,1,1,0,-4,16,200,-4,-4
4928,17,1,16,1,1,1,0,18,869,105,0,-4
4929,18,1,17,3,1,4,0,-4,926,270,0,721
4930,17,2,14,3,1,6,0,-4,509,715,0,942
4931,14,2,12,3,1,5,0,-4,876,370,1,318
4932,20,2,10,1,0,6,0,-4,-4,-4,-4,-4
4933,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4934,14,2,8,3,1,5,0,-4,16,902,0,-4
4935,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4936,20,2,4,3,1,6,0,-4,16,902,0,-4
4937,18,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5
4938,22,2,9,3,1,5,0,-4,16,775,0,265
4939,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4940,15,2,7,3,1,6,0,-4,387,775,0,300
